|02:20:18 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> [33m[nodemon] 1.17.5[39m
|02:20:18 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> [33m[nodemon] to restart at any time, enter `rs`[39m
|02:20:18 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> [33m[nodemon] watching: *.*[39m
|02:20:18 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> [32m[nodemon] starting `node index.js`[39m
|02:20:24 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> Master 25952 is running
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> sectionID_1
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> Worker 27128 started
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> Server running at http://localhost:8000/
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> sectionName_1
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> Worker 16836 started
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> Server running at http://localhost:8000/
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> navID_1
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> name_1
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> Worker 27868 started
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> Server running at http://localhost:8000/
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> Worker 21960 started
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> Server running at http://localhost:8000/
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> parentPageID_1
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> categoryID_1
|02:20:27 02, Sep,2018 | NodeSiteService | nodesiteservice.NodeSiteServiceLogger | log | INFO|> name_1
